"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"27000","0","10","50","0","2017","A","",167815,2856105,160342021280,59183501811,741121162,1080,56140,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6800,4.2,40857,1.5,7481427957,4.9,2786319628,4.9,-12782455,-1.7,36,3.4,1843,3.4
"27000","1","10","51","0","2017","A","",1373,32217,2290340477,0,0,1367,71091,"",1.35,0.58,0.50,0.00,0.00,0.87,0.87,"",-1,-0.1,344,1.1,53011704,2.4,0,0.0,0,0.0,17,1.3,895,1.3
"27000","1","102","52","0","2017","A","",1373,32217,2290340477,0,0,1367,71091,"",1.35,0.59,0.51,0.00,0.00,0.87,0.87,"",-1,-0.1,344,1.1,53011704,2.4,0,0.0,0,0.0,17,1.3,895,1.3
"27000","1","1021","53","0","2017","A","",791,13343,819221721,0,0,1181,61397,"",1.54,0.98,0.99,0.00,0.00,1.01,1.01,"",-4,-0.5,53,0.4,10805674,1.3,0,0.0,0,0.0,11,0.9,568,0.9
"27000","1","1023","53","0","2017","A","",25,241,24553098,0,0,1963,102057,"",1.83,0.94,0.83,0.00,0.00,0.89,0.89,"",1,4.2,-6,-2.4,13044,0.1,0,0.0,0,0.0,53,2.8,2738,2.8
"27000","1","1024","53","0","2017","A","",22,481,41297712,0,0,1653,85947,"",0.88,0.37,0.36,0.00,0.00,0.96,0.96,"",0,0.0,16,3.4,2435166,6.3,0,0.0,0,0.0,45,2.8,2327,2.8
"27000","1","1025","53","0","2017","A","",24,6563,518982273,0,0,1521,79074,"",1.02,0.81,0.80,0.00,0.00,0.99,0.99,"",0,0.0,191,3.0,11536590,2.3,0,0.0,0,0.0,-11,-0.7,-566,-0.7
"27000","1","1026","53","0","2017","A","",11,160,7940240,0,0,956,49704,"",0.42,0.16,0.17,0.00,0.00,1.04,1.04,"",0,0.0,-2,-1.2,353679,4.7,0,0.0,0,0.0,55,6.1,2873,6.1
"27000","1","1027","53","0","2017","A","",2,49,2792836,0,0,1092,56803,"",0.69,0.54,0.57,0.00,0.00,1.05,1.05,"",0,0.0,-2,-3.9,-153811,-5.2,0,0.0,0,0.0,-28,-2.5,-1450,-2.5
"27000","1","1028","53","0","2017","A","",498,11381,875552597,0,0,1479,76932,"",1.21,0.38,0.32,0.00,0.00,0.84,0.84,"",2,0.4,94,0.8,28021362,3.3,0,0.0,0,0.0,35,2.4,1840,2.5
"27000","1","48-49","54","0","2017","A","",791,13343,819221721,0,0,1181,61397,"",1.59,1.07,1.07,0.00,0.00,1.00,1.00,"",-4,-0.5,53,0.4,10805674,1.3,0,0.0,0,0.0,11,0.9,568,0.9
"27000","1","488","55","0","2017","A","",6,810,107708285,0,0,2556,132932,"",2.11,3.53,3.43,0.00,0.00,0.97,0.97,"",0,0.0,19,2.4,2074524,2.0,0,0.0,0,0.0,-13,-0.5,-641,-0.5
