"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"49000","0","10","50","0","2018","A","",103577,1478493,71726471120,32836976889,160904271,933,48513,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4674,4.7,47905,3.3,5096749225,7.6,2404153528,7.9,-23140939,-12.6,37,4.1,1938,4.2
"49000","1","10","51","0","2018","A","",550,36088,2596126648,0,0,1383,71940,"",0.90,1.28,1.30,0.00,0.00,1.01,1.02,"",0,0.0,41,0.1,90441974,3.6,0,0.0,0,0.0,46,3.4,2429,3.5
"49000","1","102","52","0","2018","A","",550,36088,2596126648,0,0,1383,71940,"",0.90,1.30,1.32,0.00,0.00,1.01,1.02,"",0,0.0,41,0.1,90441974,3.6,0,0.0,0,0.0,46,3.4,2429,3.5
"49000","1","1021","53","0","2018","A","",207,6076,368567452,0,0,1166,60657,"",0.67,0.89,1.01,0.00,0.00,1.14,1.15,"",2,1.0,-103,-1.7,20760551,6.0,0,0.0,0,0.0,84,7.8,4369,7.8
"49000","1","1022","53","0","2018","A","",2,8,181597,0,0,441,22939,"",1.55,0.12,0.04,0.00,0.00,0.33,0.33,"",0,0.0,1,14.3,13764,8.2,0,0.0,0,0.0,-15,-3.3,-755,-3.2
"49000","1","1023","53","0","2018","A","",12,127,12905559,0,0,1962,102020,"",1.46,1.01,1.00,0.00,0.00,0.99,0.99,"",-1,-7.7,-6,-4.5,212444,1.7,0,0.0,0,0.0,123,6.7,6403,6.7
"49000","1","1024","53","0","2018","A","",13,129,12254323,0,0,1822,94750,"",0.86,0.19,0.24,0.00,0.00,1.25,1.25,"",0,0.0,8,6.6,1110307,10.0,0,0.0,0,0.0,53,3.0,2777,3.0
"49000","1","1025","53","0","2018","A","",23,3423,269223817,0,0,1513,78661,"",1.62,0.82,0.94,0.00,0.00,1.15,1.15,"",0,0.0,89,2.7,-1147168,-0.4,0,0.0,0,0.0,-47,-3.0,-2442,-3.0
"49000","1","1026","53","0","2018","A","",34,648,32019727,0,0,951,49432,"",2.15,1.31,1.56,0.00,0.00,1.19,1.19,"",0,0.0,-17,-2.6,1174322,3.8,0,0.0,0,0.0,58,6.5,3019,6.5
"49000","1","1028","53","0","2018","A","",260,25677,1900974173,0,0,1424,74034,"",1.07,1.68,1.55,0.00,0.00,0.92,0.92,"",-1,-0.4,68,0.3,68317754,3.7,0,0.0,0,0.0,48,3.5,2471,3.5
"49000","1","44-45","54","0","2018","A","",6,267,6861117,0,0,494,25697,"",0.87,0.58,0.54,0.00,0.00,0.93,0.93,"",1,20.0,-60,-18.3,537425,8.5,0,0.0,0,0.0,122,32.8,6339,32.7
"49000","1","441","55","0","2018","A","",1,11,395346,0,0,676,35142,"",2.36,8.56,14.14,0.00,0.00,1.61,1.62,"",0,0.0,3,37.5,158858,67.2,0,0.0,0,0.0,76,12.7,3957,12.7
"49000","1","4413","56","0","2018","A","",1,11,395346,0,0,676,35142,"",2.36,8.56,14.17,0.00,0.00,1.61,1.62,"",0,0.0,3,37.5,158858,67.2,0,0.0,0,0.0,76,12.7,3957,12.7
"49000","1","44131","57","0","2018","A","",1,11,395346,0,0,676,35142,"",2.36,8.56,14.17,0.00,0.00,1.61,1.62,"",0,0.0,3,37.5,158858,67.2,0,0.0,0,0.0,76,12.7,3957,12.7
"49000","1","441310","58","0","2018","A","",1,11,395346,0,0,676,35142,"",2.36,8.56,14.17,0.00,0.00,1.61,1.62,"",0,0.0,3,37.5,158858,67.2,0,0.0,0,0.0,76,12.7,3957,12.7
